name,times,pgwalk_latency_iter_0,pgwalk_latency_iter_1,pgwalk_latency_iter_2,pgwalk_latency_iter_3,pgwalk_latency_iter_4,pgwalk_latency_iter_5,pgwalk_latency_iter_6,avg_latency,pf_iter_0,pf_iter_1,pf_iter_2,pf_iter_3,pf_iter_4,pf_iter_5,pf_iter_6,avg_pf
LEBench small_page_fault,7,38.20647285596001,38.25356797452324,40.604857359927195,39.11064970589547,36.4362643831232,38.09376270724486,36.221126447614836,38.13238591918412,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
LEBench mid_write,7,25.692786898975356,26.300201315164976,22.549138762392026,26.525386212942017,23.22990388532106,23.339665977165733,22.494216564543215,24.30447137378634,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
LEBench mid_read,7,25.527657910261762,27.852419332005777,27.8739157742838,34.608803165182984,23.85263701374761,28.076545870615444,40.12053275477611,29.701787402981925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEBench mid_mmap,7,22.81286212314642,21.991445946441,31.549051388702537,20.4823255320039,19.700455962286508,32.36919855763639,27.731912566377925,25.23389315379924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEBench mid_munmap,7,32.46669603158925,31.301456452076078,32.7052107153076,32.39340008953502,31.401910035136527,32.09001486890283,31.671936657735646,32.00437497861186,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
LEBench mid_page_fault,7,44.37129547078803,39.901041108554736,43.05837441153915,40.20325455926743,42.91480724689475,41.32225035082399,40.37227026550158,41.734756201909946,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
LEBench big_write,7,52.56587094185769,51.82662961284581,49.61849632179975,50.8782990349069,53.32260934504857,45.7659235350975,54.642254825295645,51.23144051669313,2001.0,2001.0,2001.0,2001.0,2001.0,2001.0,2001.0,2001.0
LEBench big_read,7,65.571986168054,103.21037354463131,75.27913359543061,95.58859872173734,74.13613716295428,104.1599899229022,104.68866328257191,88.94784034261168,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
LEBench big_mmap,7,20.203138919032735,27.02239042741241,19.16111562855749,33.099435518888406,22.3793789550847,20.05602358110312,19.688303268021944,23.08711232830012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEBench big_munmap,7,32.47716817584197,32.21067745553234,32.35364931658559,31.753313553417215,31.318326428521544,32.142409349380536,32.31097058564818,32.08093069498962,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0
LEBench big_page_fault,7,27.620141787212596,27.793108147464824,27.393956759795422,28.001906618123144,26.30383075896182,27.556448976703276,26.822876955072395,27.356038571904783,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
LEBench huge_write,7,31.68162685340052,31.95901136388556,32.05567066095875,31.714362565563306,32.01760659756498,32.18421375634662,31.42472794244888,31.86245996288123,25002500.0,25002500.0,25002500.0,25002500.0,25002500.0,25002500.0,25002500.0,25002500.0
LEBench huge_read,7,30.277185292660054,30.268913852479784,30.358381036478477,30.326816071349832,30.37337072069534,30.420792600247946,30.371846406576562,30.342472282926856,10010000.0,10010000.0,10010000.0,10010000.0,10010000.0,10010000.0,10010000.0,10010000.0
LEBench huge_mmap,7,20.31798768151778,32.842295794115714,32.850691741031326,21.056147193923376,22.683931944523945,19.563192641352593,20.451770415392154,24.25228820169384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEBench huge_munmap,7,27.002607436021247,35.176793248945145,38.60183166157872,16.02527454780362,22.898953446409237,23.919225449515906,30.01828801225584,27.66328197178996,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0
LEBench huge_page_fault,7,26.998668605482674,28.365043660098575,35.123578019435854,27.680051041121867,28.19812007027757,27.574031587996146,26.638977966230506,28.654067278663316,50000.0,50000.0,50000.0,50001.0,50000.0,50000.0,50001.0,50000.28571428572
LEBench select,7,30.09451023331179,26.868913639570614,25.143224711623674,27.298155872946523,26.60602499603448,30.26715597328003,36.76837171316897,29.006622448562297,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.14285714285714285
LEBench poll,7,29.154474457153214,28.231255654071187,27.699051948254123,29.034461915834452,29.21907151084729,28.3346963147036,28.62732543790624,28.614333891252873,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285
LEBench epoll,7,33.72792834967552,32.020052218368065,31.221996550058044,33.320449256058886,29.71459029300258,32.270324218664946,30.49193384163488,31.823896389637557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEBench select_big,7,31.991751882492736,32.299212280507426,30.899601453050252,32.7125639835447,34.756461735204105,28.801248311218057,33.69368678487426,32.164932347270216,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LEBench poll_big,7,33.68021577578209,32.20791141683784,37.19490401640673,31.41747257246252,34.75729591008629,33.05006158629207,34.040408925244016,33.7640386004445,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.7142857142857144
LEBench epoll_big,7,34.22137304178513,34.42357653623516,33.917461424715995,33.076253439841885,34.1152489032197,33.73556670465075,33.6721588630087,33.8802341304939,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.857142857142857
