name,times,pgwalk_latency_iter_0,pgwalk_latency_iter_1,pgwalk_latency_iter_2,pgwalk_latency_iter_3,pgwalk_latency_iter_4,avg_latency,pf_iter_0,pf_iter_1,pf_iter_2,pf_iter_3,pf_iter_4,avg_pf
LEBench small_page_fault,5,36.677074278536544,43.747153302817246,33.065532772961895,34.287035483862894,36.16493372043301,36.78834591172232,49996.0,49997.0,49996.0,49996.0,49997.0,49996.4
LEBench mid_write,5,29.290113848530606,25.312740221658807,25.805499261838015,22.61266246761976,23.044813673297842,25.213165894589004,7.0,7.0,7.0,7.0,7.0,7.0
LEBench mid_read,5,44.0816556851941,37.01222639708952,269.14465313541353,58.19397256724587,29.840177331960057,87.65453702338061,0.0,0.0,0.0,0.0,0.0,0.0
LEBench mid_mmap,5,51.60030688859475,29.361199625117152,34.80056627145638,26.379359028660172,24.216895940585704,33.27166555088283,0.0,0.0,0.0,0.0,0.0,0.0
LEBench mid_munmap,5,31.29938537800206,32.06667438893209,31.091167388266772,31.203865851306293,31.645720036310028,31.46136260856345,999999.0,999999.0,999999.0,999999.0,999999.0,999999.0
LEBench mid_page_fault,5,39.15961135419765,37.75983739763172,37.39509797534836,37.121578913181274,38.30637616966015,37.948500362003834,49999.0,49998.0,49998.0,49998.0,49998.0,49998.2
LEBench big_write,5,34.79822141522629,34.36501546571327,33.83691923240815,40.30842210061232,35.08174252840293,35.67806414847259,977.0,977.0,977.0,977.0,977.0,977.0
LEBench big_read,5,51.693405811826864,52.37662797667702,50.995852278643575,60.10312749562927,40.31137156892317,51.096077026339984,481.0,481.0,478.0,477.0,478.0,479.0
LEBench big_mmap,5,28.302572503336975,26.151360544217688,40.76043428628565,27.92936779181547,29.419519205644107,30.512650866259982,0.0,0.0,0.0,0.0,0.0,0.0
LEBench big_munmap,5,34.57738669045339,32.294503199410606,32.03441145525712,31.856523779573227,31.996370010039193,32.5518390269467,2499998.0,2499998.0,2499998.0,2499999.0,2499998.0,2499998.2
LEBench big_page_fault,5,27.319364919847835,28.334150308263744,27.18049670848258,27.89872723530422,27.2886775053082,27.604283335441313,49998.0,49998.0,49998.0,49998.0,49998.0,49998.0
LEBench huge_write,5,46.94453223106853,49.88882756865237,50.74739809074387,49.15896165500419,46.45694773614029,48.63933345632186,729297.0,729553.0,730002.0,729549.0,729414.0,729563.0
LEBench huge_read,5,31.47088774874421,30.74591694883768,30.674016110725542,36.10786706754305,56.97459340953406,37.194656257076915,1779989.0,2839989.0,4409989.0,389988.0,39997.0,1891990.4
LEBench huge_mmap,5,26.975463689749404,32.866772554002544,26.249736217356897,27.705653653005022,30.38900916963831,28.837327056750432,0.0,0.0,0.0,0.0,0.0,0.0
LEBench huge_munmap,5,30.306842556842557,22.073587638821824,27.873433715910288,15.00941542492222,20.538360409428115,23.160327949185,999.0,999.0,999.0,999.0,999.0,999.0
LEBench huge_page_fault,5,27.958320061000094,28.799598928392903,27.88369758641408,27.464000718452013,28.14961692750682,28.05104684435318,49998.0,49998.0,49998.0,49998.0,49998.0,49998.0
LEBench select,5,30.606371961161216,30.585093807144034,29.64567402647329,29.310377665270007,28.504842999082022,29.730472091826112,0.0,0.0,0.0,0.0,0.0,0.0
LEBench poll,5,30.171635175219592,33.10733972094933,29.523672655181365,30.152548811983543,31.100057385289016,30.811050749724565,0.0,0.0,0.0,0.0,0.0,0.0
LEBench epoll,5,29.124480011472354,34.234358566052784,35.34368529229133,35.67990183117126,31.38574591221591,33.153634322640734,0.0,0.0,0.0,0.0,0.0,0.0
LEBench select_big,5,33.37288200128101,32.37774978879152,33.23835065912129,29.11059836365871,28.09905037005379,31.239726236581266,0.0,0.0,0.0,0.0,0.0,0.0
LEBench poll_big,5,32.228084687104676,33.26670822733879,28.946719188521122,27.906744509214835,27.90778479264202,30.05120828096429,0.0,0.0,0.0,0.0,0.0,0.0
LEBench epoll_big,5,28.97405182037778,28.017433286580154,29.236934205329106,34.32511751631672,34.14113904682859,30.93893517508647,3.0,3.0,3.0,3.0,3.0,3.0
