name,times,pgwalk_latency_iter_0,pgwalk_latency_iter_1,pgwalk_latency_iter_2,pgwalk_latency_iter_3,pgwalk_latency_iter_4,avg_latency,pf_iter_0,pf_iter_1,pf_iter_2,pf_iter_3,pf_iter_4,avg_pf
LEBench huge_read,5,30.892667645968842,30.89177215855986,30.834693805225577,30.83414488317466,30.848720145261854,30.860399727638157,100010013.0,99902678.0,100010014.0,100010003.0,100010012.0,99988544.0
LEBench huge_mmap,5,31.594943069236532,20.212712717465624,21.26609546581651,30.588444222111054,26.695831273685943,26.071605349663134,0.0,0.0,0.0,0.0,0.0,0.0
LEBench huge_munmap,5,32.36964533945341,32.10989878753935,32.331971512945074,32.86704062724549,32.38145085780381,32.41200142499743,24989600.0,24974522.0,24973705.0,24996979.0,24982582.0,24983477.6
LEBench huge_page_fault,5,28.6268774145099,32.62427929024304,35.199309332532316,26.500738519556972,27.158929167940908,30.022026744956626,49999.0,49998.0,50000.0,49998.0,49998.0,49998.6
LEBench select,5,29.27528408925672,30.49061896521387,30.85183093703238,29.136504906459315,29.902096964849914,29.931267172562436,0.0,0.0,0.0,0.0,0.0,0.0
LEBench poll,5,31.746046108564563,32.00262226929269,29.77046638305669,29.955637666517518,29.87927521130667,30.67080952774763,0.0,0.0,0.0,0.0,0.0,0.0
LEBench epoll,5,32.45515810152717,34.670191556476134,31.347709679869343,29.92438184292059,31.767267565610762,32.032941749280795,0.0,0.0,0.0,0.0,0.0,0.0
LEBench select_big,5,33.80971083509401,33.247743185444214,33.52695996056793,32.83102386483173,39.11536691969901,34.50616095312738,0.0,0.0,0.0,0.0,0.0,0.0
LEBench poll_big,5,32.92528854827063,32.74521922199423,32.42133558641301,37.51432113898281,28.63816270067773,32.848865439267676,0.0,0.0,0.0,0.0,0.0,0.0
LEBench epoll_big,5,32.31305380700928,36.180682776232736,33.28126215480087,34.81683205042144,33.325063829553514,33.983378923603574,3.0,3.0,3.0,3.0,3.0,3.0
