name,times,pgwalk_latency_iter_0,pgwalk_latency_iter_1,pgwalk_latency_iter_2,pgwalk_latency_iter_3,pgwalk_latency_iter_4,avg_latency,pf_iter_0,pf_iter_1,pf_iter_2,pf_iter_3,pf_iter_4,avg_pf
LEBench mid_munmap,5,32.23089054613616,31.435284360812112,31.36926396686769,31.445547275540264,31.98114267403334,31.692425764677914,999999.0,999999.0,999998.0,999998.0,999998.0,999998.4
LEBench mid_page_fault,5,36.40588802538681,35.171160557395375,37.66283499118356,37.6038904026299,37.703253973211496,36.90940558996142,49998.0,49998.0,49999.0,49998.0,49998.0,49998.2
LEBench big_write,5,49.69366260577327,47.22263386918107,49.02907520152024,44.6279196460999,53.61292770186447,48.837243804887784,1999.0,1999.0,1999.0,1999.0,1999.0,1999.0
LEBench big_read,5,68.86519205298013,96.04814911290556,85.02032445582225,96.58909197115177,80.88185948736371,85.48092341604469,988.0,989.0,988.0,986.0,988.0,987.8
LEBench big_mmap,5,27.18135306177021,29.194980957562567,27.042078528281163,27.108659951828333,28.73880976602238,27.85317645309293,0.0,0.0,0.0,0.0,0.0,0.0
LEBench big_munmap,5,31.795081616608105,31.746007596670946,32.75424589875297,31.78769009626793,32.355731842596285,32.08775141017925,2499998.0,2499998.0,2499998.0,2499998.0,2499998.0,2499998.0
LEBench big_page_fault,5,26.916907407227626,28.02710148593136,26.722734526796692,27.358349432708746,26.921773098419987,27.189373190216884,49998.0,49998.0,49998.0,49998.0,49999.0,49998.2
LEBench huge_write,5,31.906616542393916,32.985299959320905,32.19804347142827,31.894455824478552,31.431699882784546,32.08322313608124,25000343.0,24996270.0,24973467.0,24992869.0,25001883.0,24992966.4
LEBench huge_read,5,30.514450162681328,30.456524392759395,30.563391263225448,30.345642768723586,30.481099748582604,30.472221667194475,10009987.0,10009985.0,10009986.0,10009987.0,10009987.0,10009986.4
LEBench huge_mmap,5,27.80777719390436,25.926380926380926,25.02441161011505,37.25978667560172,28.855661810706945,28.9748036433418,0.0,0.0,0.0,0.0,0.0,0.0
LEBench huge_munmap,5,27.16796988126267,24.427562862669244,18.385187810063783,15.190624473994276,18.500043144361033,20.7342776344702,999.0,999.0,999.0,999.0,999.0,999.0
LEBench huge_page_fault,5,27.481471901441974,28.663442296704602,27.568871288691096,27.499544102778028,27.715533612024785,27.785772640328098,49999.0,49998.0,49998.0,49998.0,49998.0,49998.2
LEBench select,5,30.472375772003453,29.477110541944842,30.47841479024103,32.225882512751426,31.659429782410776,30.862642679870305,0.0,0.0,0.0,0.0,0.0,0.0
LEBench poll,5,31.11312681742026,28.845973248915513,29.629360319827004,30.158642670918233,28.214941903148176,29.592408992045836,0.0,0.0,0.0,0.0,0.0,0.0
LEBench epoll,5,31.039456566918904,32.402096213618854,28.79711108701922,30.204604548582722,33.94761211960229,31.278176107148397,0.0,0.0,0.0,0.0,0.0,0.0
LEBench select_big,5,33.271912867706234,32.37558061492008,33.48218452037365,29.0842116082372,33.07950569699172,32.25867906164577,0.0,0.0,0.0,0.0,0.0,0.0
LEBench poll_big,5,33.00752742276398,32.936505542280045,33.35150785649501,33.3149328156168,33.21774259940893,33.16564324731295,0.0,0.0,0.0,0.0,0.0,0.0
LEBench epoll_big,5,27.958791210848087,33.98909482083344,33.93134120415528,27.2751202002306,27.983343444453137,30.227538176104105,3.0,3.0,3.0,3.0,3.0,3.0
