name,times,pgwalk_latency_iter_0,pgwalk_latency_iter_1,pgwalk_latency_iter_2,pgwalk_latency_iter_3,pgwalk_latency_iter_4,pgwalk_latency_iter_5,pgwalk_latency_iter_6,avg_latency,pf_iter_0,pf_iter_1,pf_iter_2,pf_iter_3,pf_iter_4,pf_iter_5,pf_iter_6,avg_pf
LEBench small_munmap,7,36.12495530489281,35.622138551694036,35.306772829979224,38.728659693118445,37.54452005164777,39.84955338783701,39.732188861924236,37.558398383013355,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
LEBench small_page_fault,7,38.369343699007636,37.069119107496654,39.037930425663966,42.29809621557167,37.415391628455744,40.7032109185499,37.374615471294156,38.895386780862815,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
LEBench mid_write,7,25.610539117592346,30.112805942616202,27.364543278626282,29.448471872301404,25.514556095131365,32.33110830302005,33.904361138712964,29.183769392571516,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
LEBench mid_read,7,25.515990925222937,31.489086798421692,34.984591439688714,29.76672179538175,29.93086015728032,40.21373206848681,43.11831634330812,33.574185646827196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEBench mid_mmap,7,22.545158159706425,22.214613285860793,25.230921459492887,19.948779304769605,25.29272957938909,20.90085358893172,23.071648954405212,22.743529190365106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEBench mid_munmap,7,31.660761848326214,31.29782956901133,32.89125682770949,32.49583916866402,32.13156377438611,31.5104092543141,31.53480514281617,31.931780797889637,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
LEBench mid_page_fault,7,37.30463507652912,39.16920509860993,37.935267016983865,40.74515038923502,39.47691264211894,43.57212912832863,40.185518164155575,39.76983107370872,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50001.0,50000.142857142855
LEBench big_write,7,39.406804576953185,38.88227964568119,36.9463131512993,37.898288730180774,41.57856851694888,33.52420340583937,39.68726646045636,38.27481778390844,979.0,979.0,979.0,979.0,979.0,1490.0,979.0,1052.0
LEBench big_read,7,40.97020488230166,69.03030681487031,42.403665101970454,55.970021266378545,60.18382628229128,66.41828829312846,54.29141886151232,55.60967592892187,489.0,489.0,7.0,489.0,489.0,489.0,489.0,420.14285714285717
LEBench big_mmap,7,21.25836428476302,23.058436667974924,20.82306566343956,20.321878907878283,21.14959004420901,30.49693514772588,19.97922457517838,22.441070755881295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEBench big_munmap,7,31.91639899498541,32.885476679638664,32.28664347197133,32.24491069591667,32.244694101669815,32.073781664692156,32.05311739949335,32.24357471548105,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0
LEBench big_page_fault,7,27.58744711565104,27.495507833729288,28.118958214852995,26.865180165781176,28.56371515681272,28.315120183984664,27.738999255947252,27.81213256096559,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
LEBench huge_write,7,50.07150096923057,48.659006203656276,48.169061730840845,42.16597849781719,41.08484878227185,45.767011957222905,41.192939784752305,45.30147827511314,730000.0,730000.0,730000.0,2007500.0,2007500.0,730000.0,2007500.0,1277500.0
LEBench huge_read,7,31.7425760402933,30.821196534576796,30.73374269539848,31.634928981651377,31.679431143101333,31.572198751306416,31.454799608337325,31.376981964952147,1280000.0,4750000.0,3380000.0,1270000.0,1440000.0,1370000.0,1740000.0,2175714.285714286
LEBench huge_mmap,7,30.404485870733627,19.84634115083942,25.71190901116186,22.199950098701834,20.44333115232245,20.633878269983843,20.09470797514569,22.76208621841268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEBench huge_munmap,7,21.54850071394574,16.60947565848487,16.96758263639984,19.64196233026719,21.788886874546773,21.03144144144144,24.197752182797696,20.25508597684051,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0
LEBench huge_page_fault,7,27.470467742355464,27.122989952499232,27.452560697933034,27.374583605375474,27.339532273911566,28.319731826828953,27.716024494276706,27.54227008474006,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
LEBench select,7,27.62814842638102,27.060803349355847,28.303675629773988,28.326359398885963,26.958187037996808,29.385707621531488,33.4382197231469,28.728728741010286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEBench poll,7,31.28084099090407,29.079782715833417,29.44974723070722,27.853462181171842,34.09589001302832,32.434650186801264,29.138480962912887,30.476122040194145,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285
LEBench epoll,7,33.0469658573061,29.649477424219736,31.778375060609374,30.226962819205696,32.25889369483086,28.653933588968,28.88483825688238,30.642778100288872,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285
LEBench select_big,7,28.789201822323314,32.77083521130388,34.88387439716266,34.887363985398515,34.749710604260294,37.02108846343744,35.12435499863193,34.032347068931145,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0
LEBench poll_big,7,36.59663199441144,35.154375728462995,37.00940418117107,35.491550470827875,35.707438054662624,35.816605267005215,37.24025938199636,36.14518072550536,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.857142857142857
LEBench epoll_big,7,35.70586721620702,36.51836823487515,37.76439323113068,36.65056529081057,36.69066084640609,36.76623602734851,35.243916071588885,36.47714384548099,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.7142857142857144
