name,times,pgwalk_latency_iter_0,pgwalk_latency_iter_1,pgwalk_latency_iter_2,pgwalk_latency_iter_3,pgwalk_latency_iter_4,pgwalk_latency_iter_5,pgwalk_latency_iter_6,avg_latency,pf_iter_0,pf_iter_1,pf_iter_2,pf_iter_3,pf_iter_4,pf_iter_5,pf_iter_6,avg_pf
LEBench small_munmap,7,35.66647291780905,35.616270631294014,37.180510254179204,35.989248272900284,34.77628159287236,35.75439278070029,35.8987378750429,35.84027347497116,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
LEBench small_page_fault,7,36.05690337184415,38.0276023523338,39.736192373528816,42.420332249552814,44.51737120539285,39.71475524708866,35.55960986331479,39.43325238043655,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
LEBench mid_write,7,27.9166144953701,22.397716151906096,28.879421669957033,30.852882886453802,22.380813068051488,25.516995521698387,26.642688620049196,26.369590344783727,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
LEBench mid_read,7,38.74085033483881,40.77609462544096,39.777078440582436,37.5160854788398,24.741781554821998,38.10287057203729,39.38317188213217,37.00541898409907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEBench mid_mmap,7,23.220519505734533,35.75810102839402,95.0061026936027,29.876824717973335,31.628940290478752,29.943271698706198,46.376825375263195,41.68722647287897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEBench mid_munmap,7,30.78149409839987,30.32382247556419,30.368784921317772,30.916754886750923,31.13644321789624,30.719131485898306,30.20356273023769,30.635713402295,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
LEBench mid_page_fault,7,38.64144363051635,40.84501480513564,38.32234749572466,39.2120045410819,38.78416729091167,41.167123443430256,38.649651518813954,39.3745361036592,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
LEBench big_write,7,56.386681527996856,63.716300756650874,48.49663806302739,53.52990477368638,52.491970336308476,46.75436367496047,57.95450650443337,54.19005223386626,2001.0,2001.0,2001.0,2001.0,2001.0,2001.0,2001.0,2001.0
LEBench big_read,7,87.89293810579974,94.7959819397291,99.92305964562017,97.42576021095152,97.26331095058839,90.15055332454554,91.4293254927556,94.12584709571287,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0
LEBench big_mmap,7,23.5771605446433,30.541371035058432,21.13729172945279,25.960161687778307,21.14124054954882,26.84066220767516,20.41239872284665,24.23004092528621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEBench big_munmap,7,31.284955375912183,31.494165795011547,31.46301323636989,32.25684821785563,31.501278585790917,31.83033115457101,31.4597776365107,31.61291000028884,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0
LEBench big_page_fault,7,28.82658047168226,28.20030616716272,29.374622453301235,27.70969139447049,27.698876058293333,27.369718381591653,27.432911581400944,28.08752950112895,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
LEBench huge_write,7,31.820012511539275,31.708160375824317,31.603048573731613,31.278464697962516,31.26070695386995,31.657739906378477,31.035766649096132,31.48055709548604,25002500.0,25002500.0,25002500.0,25002500.0,25002500.0,25002500.0,25002500.0,25002500.0
LEBench huge_read,7,30.304610401506746,30.345031601176533,30.384728865801254,30.369813247316685,30.52477745417009,30.503161970601457,30.373870005252197,30.40085622083214,10010000.0,10010000.0,10010000.0,10010000.0,10010000.0,10010000.0,10010000.0,10010000.0
LEBench huge_mmap,7,29.760116941067857,20.274911537732805,22.950726865433822,19.88647708490607,39.870469646632436,25.191218902282635,21.66749659620402,25.65734536775138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEBench huge_munmap,7,17.11536,28.93187981342879,20.387363114896576,16.70483843964507,34.36549130230372,19.185028133409443,42.33552699228792,25.57506968513879,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0
LEBench huge_page_fault,7,29.415201770082746,28.08654307132674,29.71658836570946,28.292447729588623,28.032826919673898,28.060926356077665,40.063262653290195,30.238256695107047,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50001.0,50000.142857142855
LEBench select,7,30.48643355984022,29.909067439243824,30.43083009437417,29.15039190222611,30.11492923681996,27.4931832131571,30.95634960464231,29.7915978643291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEBench poll,7,27.744618663163592,30.803427018747097,30.495712437262654,28.72280538795696,27.44695729856746,29.320082846904302,29.33963878720261,29.1247489199721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEBench epoll,7,27.583692916017753,26.269347442027964,28.05285899514107,27.411962955251173,30.694116637471293,29.637187417669203,26.713547630969746,28.051816284935455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEBench select_big,7,32.212312568847665,40.771319745713306,34.02775108871126,30.633921033030397,33.82580245623737,35.070270107824776,33.191635135846376,34.247573162315874,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8571428571428571
LEBench poll_big,7,33.277865454702294,31.524048468798526,31.49630979154143,37.28392552362962,31.113880744533375,32.09055235227603,32.47793735759334,32.75207424186781,2.0,3.0,3.0,2.0,3.0,3.0,3.0,2.7142857142857144
LEBench epoll_big,7,30.819238641608198,29.38945674311708,32.37531422741109,30.631454283530108,33.695093217657295,29.569497068627943,29.70613162164304,30.883740829084964,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.4285714285714284
