name,times,pgwalk_latency_iter_0,pgwalk_latency_iter_1,pgwalk_latency_iter_2,pgwalk_latency_iter_3,pgwalk_latency_iter_4,pgwalk_latency_iter_5,pgwalk_latency_iter_6,avg_latency,pf_iter_0,pf_iter_1,pf_iter_2,pf_iter_3,pf_iter_4,pf_iter_5,pf_iter_6,avg_pf
LEBench big_fork,7,64.8582865269196,67.23505144355093,66.06382049130607,65.2499796731159,63.70699614028107,64.77546189218575,62.45831441616677,64.90684436907517,85000.0,89999.0,85000.0,84999.0,90000.0,90000.0,85000.0,87142.57142857143
LEBench huge_fork,7,52.230235300251444,52.91897682336753,52.62990493056659,55.438022184067925,53.113278691670935,53.110604400232084,55.09551185700307,53.505219169594234,84999.0,90000.0,84999.0,89999.0,84999.0,84999.0,84999.0,86427.71428571429
LEBench small_write,7,26.663734382823144,25.544155014077216,27.952676386028983,26.841233030989258,28.621204614888043,33.204632445565245,26.263430020259367,27.870152270661606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LEBench small_read,7,41.919627992422065,43.45780367231639,151.48766943333135,43.32874503968254,43.03709625839463,47.19990159555774,23.28389867268153,56.24496323776946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEBench small_mmap,7,42.24756129712628,38.951999401861706,34.32452323395111,25.293851649016506,34.53671809256662,39.60788284779561,37.771236237092815,36.10482467991581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEBench small_munmap,7,36.973352513221165,35.37987361714727,36.48248810725448,38.489091929091494,37.052810822800986,34.74321638323983,37.41559270501907,36.648060868253474,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0
LEBench small_page_fault,7,44.11210872457502,35.35511292513945,37.271451226839766,36.128521632150914,39.97440356652381,43.72884713542744,37.83271531052647,39.20045150302612,50001.0,50000.0,50001.0,50000.0,50000.0,50000.0,50000.0,50000.28571428572
LEBench mid_write,7,24.041867689854048,25.389968078665326,23.006686645027514,25.56966016582973,22.55956143358944,25.169271603808323,22.629206217103782,24.052317404839737,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
LEBench mid_read,7,42.501255411255414,36.21447604071113,40.257635489321146,39.99699685384689,40.883285041651575,61.36619873686533,48.942007465781835,44.30883643420476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEBench mid_mmap,7,25.234155270808657,24.779314146279162,22.134255484731693,22.073631112195915,39.38738132112316,38.47096898850353,21.878517428116027,27.708317678822592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEBench mid_munmap,7,30.21147539530183,30.62852670991052,30.876451433845034,31.390335161774576,30.713144171871747,30.527225297309663,31.21009896256677,30.793893876082876,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0
LEBench mid_page_fault,7,44.74712284330151,38.356265092993674,37.82306672435762,42.68079344114042,42.7882529112446,37.900537554630944,43.89687011388974,41.170415525936924,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
LEBench big_write,7,46.82866808757504,49.27120619965409,49.28579247277526,54.430221382556304,49.75028393891324,52.907071063850886,60.305374196429916,51.82551676310782,979.0,979.0,979.0,979.0,979.0,979.0,979.0,979.0
LEBench big_read,7,85.8791018580161,84.48507060635723,57.62012920988002,81.33104742981007,58.243743449769084,86.73995046107017,81.32044757175073,76.51707008380764,489.0,489.0,489.0,489.0,489.0,489.0,489.0,489.0
LEBench big_mmap,7,26.159379696197888,21.086467446001393,40.15181205811947,24.00747524184606,28.192235728377778,21.233045911997117,32.40348393692737,27.604842859923867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEBench big_munmap,7,31.859897682355747,31.6250939225243,31.638267288534212,31.68252994186255,31.790440764771457,31.70664582504694,31.096259225046204,31.62844780716306,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0,2500000.0
LEBench big_page_fault,7,28.867392276820034,27.68593793841994,29.932955035720678,28.551129890439668,29.11240185472262,28.640954790855357,27.85811303746163,28.664126403491416,50000.0,50001.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.142857142855
LEBench huge_write,7,43.12007232552597,48.806276844876436,52.651886061541305,50.98313601171423,43.164636905631454,43.38773654567613,42.75812988557262,46.41026779721973,2007500.0,730000.0,730000.0,730000.0,2007500.0,2007500.0,2007500.0,1460000.0
LEBench huge_read,7,74.0643232764998,42.082457538619664,33.16353452999334,31.060654597832244,31.31497461219428,42.386687093471814,35.04707225560804,41.302814843459885,20000.0,320000.0,1080000.0,3940000.0,3290000.0,230000.0,780000.0,1380000.0
LEBench huge_mmap,7,36.768813967489464,46.45762040034353,22.799908200250076,35.557775931988076,34.75363755124105,28.890210028751035,22.451001844939288,32.52556684642893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEBench huge_munmap,7,25.20198675496689,33.567459180750504,25.22611966410077,19.06434532890604,18.749654331028875,15.089205276705277,30.214544778201432,23.873330759237113,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0,1001.0
LEBench huge_page_fault,7,27.757345236373894,27.53198595980507,29.02109141740405,28.47695202382852,29.460754480710985,28.464373953301624,29.479965331351583,28.59892405753939,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0,50000.0
LEBench select,7,30.2202391004822,30.058353526544533,30.149853318600886,29.762723156989278,27.818264966181687,29.984376472376923,28.605805131871623,29.5142308104353,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285
LEBench poll,7,29.85256332590498,28.457223881731622,28.99922776086545,28.741619819305214,26.477723054385503,29.470646675042925,27.341007010473135,28.477144503958407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEBench epoll,7,33.10178251220665,27.19656972068875,31.340658493791143,30.907892612242218,36.29493489139053,35.0202456319651,28.921491541014756,31.826225057614163,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285
LEBench select_big,7,32.75236193735114,31.927960625640456,35.43327235528878,30.102978239407143,32.317018890878785,29.18246412189873,32.326795051753436,32.006121603174066,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.8571428571428571
LEBench poll_big,7,33.32297302131277,31.47055550132978,32.6290709566059,32.467889642715555,33.12139571401558,33.13164520875271,31.674648110110976,32.54545402212047,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.7142857142857144
LEBench epoll_big,7,30.971716403774682,31.52468954551532,34.48133991315263,29.79460700880504,30.39786160550543,34.49421787353156,31.399958639136976,31.866341569917378,4.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0
